country,date,confirmed,deaths,recovered
Azerbaijan,1/22/20,0,0,0
Azerbaijan,1/23/20,0,0,0
Azerbaijan,1/24/20,0,0,0
Azerbaijan,1/25/20,0,0,0
Azerbaijan,1/26/20,0,0,0
Azerbaijan,1/27/20,0,0,0
Azerbaijan,1/28/20,0,0,0
Azerbaijan,1/29/20,0,0,0
Azerbaijan,1/30/20,0,0,0
Azerbaijan,1/31/20,0,0,0
Azerbaijan,2/1/20,0,0,0
Azerbaijan,2/2/20,0,0,0
Azerbaijan,2/3/20,0,0,0
Azerbaijan,2/4/20,0,0,0
Azerbaijan,2/5/20,0,0,0
Azerbaijan,2/6/20,0,0,0
Azerbaijan,2/7/20,0,0,0
Azerbaijan,2/8/20,0,0,0
Azerbaijan,2/9/20,0,0,0
Azerbaijan,2/10/20,0,0,0
Azerbaijan,2/11/20,0,0,0
Azerbaijan,2/12/20,0,0,0
Azerbaijan,2/13/20,0,0,0
Azerbaijan,2/14/20,0,0,0
Azerbaijan,2/15/20,0,0,0
Azerbaijan,2/16/20,0,0,0
Azerbaijan,2/17/20,0,0,0
Azerbaijan,2/18/20,0,0,0
Azerbaijan,2/19/20,0,0,0
Azerbaijan,2/20/20,0,0,0
Azerbaijan,2/21/20,0,0,0
Azerbaijan,2/22/20,0,0,0
Azerbaijan,2/23/20,0,0,0
Azerbaijan,2/24/20,0,0,0
Azerbaijan,2/25/20,0,0,0
Azerbaijan,2/26/20,0,0,0
Azerbaijan,2/27/20,0,0,0
Azerbaijan,2/28/20,0,0,0
Azerbaijan,2/29/20,0,0,0
Azerbaijan,3/1/20,3,0,0
Azerbaijan,3/2/20,3,0,0
Azerbaijan,3/3/20,3,0,0
Azerbaijan,3/4/20,3,0,0
Azerbaijan,3/5/20,6,0,0
Azerbaijan,3/6/20,6,0,0
Azerbaijan,3/7/20,9,0,0
Azerbaijan,3/8/20,9,0,0
Azerbaijan,3/9/20,9,0,0
Azerbaijan,3/10/20,11,0,0
Azerbaijan,3/11/20,11,0,3
Azerbaijan,3/12/20,11,0,3
Azerbaijan,3/13/20,15,1,3
Azerbaijan,3/14/20,15,1,3
Azerbaijan,3/15/20,23,1,6
Azerbaijan,3/16/20,15,1,6
Azerbaijan,3/17/20,28,1,6
Azerbaijan,3/18/20,28,1,6
Azerbaijan,3/19/20,44,1,6
Azerbaijan,3/20/20,44,1,6
Azerbaijan,3/21/20,53,1,11
